title,prices,star_rating,Best_seller,author,co_author,formats,list_form,more_buying_choices,Num_of_offers,num_ratings
"Plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet, paleo diet made easy cookbook and paleo cookbook 6 books collection set","['$49.99$49.99', '$49.99$49.99', '$3.99 shipping']",,False,,,['Paperback'],"['Plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet, paleo diet made easy cookbook and paleo cookbook 6 books collection set', 'by Shon Brooks Jenna Zoe, Daniel Green John Chatham, et al.', 'Paperback', '$49.99$49.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
"Big 15 paleo cookbook, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set","['$79.99$79.99', '$79.99$79.99', '$3.99 shipping']",,False,,,['Paperback'],"['Big 15 paleo cookbook, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set', 'by Rockridge Press, Jenna Zoe Megan Flynn Peterson and John Chatham, Daniel Green, Joy Skipper Shon Brooks', 'Paperback', '$79.99$79.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
Italian Cookbook for Beginners: Over 100 Classic Recipes with Everyday Ingredients by Rockridge University Press (2013-11-27),"['$17.10$17.10', '$17.10$17.10', '$3.55 shipping']",4.5,False,,,"['Paperback', 'Kindle']","['Italian Cookbook for Beginners: Over 100 Classic Recipes with Everyday Ingredients by Rockridge University Press (2013-11-27)', 'by Rockridge University Press;', '4.5 out of 5 stars', '131', 'Paperback', '$17.10$17.10', '$3.55 shipping', 'Only 3 left in stock - order soon.', 'More Buying Choices$9.18', '(24 used & new offers)', 'Other format:', 'Kindle']",$9.18,24,131
The Paleo Breakfast Cookbook: Delicious and Easy Gluten-Free Paleo Breakfast Recipes for a Paleo Diet,[],4.1,False,Rockridge Press,,['Paperback'],"['The Paleo Breakfast Cookbook: Delicious and Easy Gluten-Free Paleo Breakfast Recipes for a Paleo Diet', 'by', 'Rockridge Press', '4.1 out of 5 stars', '11', 'Paperback', 'More Buying Choices$9.99', '(2 used & new offers)']",$9.99,2,11
"The Super Easy Vegan Slow Cooker Cookbook: 100 Easy, Healthy Recipes That Are Ready When You Are","['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.3,False,Toni Okamoto,,"['Kindle', 'Paperback']","['The Super Easy Vegan Slow Cooker Cookbook: 100 Easy, Healthy Recipes That Are Ready When You Are', 'by', 'Toni Okamoto', '4.3 out of 5 stars', '247', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other format:', 'Paperback']",,,247
"Paleo principles [hardcover], paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set","['$74.99$74.99', '$74.99$74.99', '$3.99 shipping']",,False,,,['Paperback'],"['Paleo principles [hardcover], paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set', 'by Rockridge Press, Jenna Zoe Sarah Ballantyne and John Chatham, Daniel Green, Joy Skipper Shon Brooks', 'Paperback', '$74.99$74.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
"The Unofficial Recipes of The Hunger Games: 187 Recipes Inspired by The Hunger Games, Catching Fire, and Mockingjay by Rockridge University Press (2012) Hardcover","['$26.89$26.89', '$26.89$26.89', '$3.98 shipping']",,False,,,"['Hardcover', 'Paperback']","['The Unofficial Recipes of The Hunger Games: 187 Recipes Inspired by The Hunger Games, Catching Fire, and Mockingjay by Rockridge University Press (2012) Hardcover', 'Hardcover', '$26.89$26.89', '$3.98 shipping', 'More Buying Choices$15.06', '(17 used & new offers)', 'Other format:', 'Paperback']",$15.06,17,
"DASH Diet Health Plan Cookbook by Chatham, John. (Rockridge University Press,2013) [Paperback]","['$43.60$43.60', '$43.60$43.60', '$3.98 shipping']",,False,,,['Paperback'],"['DASH Diet Health Plan Cookbook by Chatham, John. (Rockridge University Press,2013) [Paperback]', 'Paperback', '$43.60$43.60', '$3.98 shipping', 'More Buying Choices$9.86', '(5 used & new offers)']",$9.86,5,
"Belly Fat Diet by Chatham, John. (Rockridge University Press,2012) [Paperback]","['$37.24$37.24', '$37.24$37.24', '$3.98 shipping']",,False,,,['Paperback'],"['Belly Fat Diet by Chatham, John. (Rockridge University Press,2012) [Paperback]', 'Paperback', '$37.24$37.24', '$3.98 shipping', 'More Buying Choices$32.12', '(4 used & new offers)']",$32.12,4,
Kid Chef Junior: My First Kids Cookbook,"['$0.00$0.00', '$0.00$0.00', 'Or $7.99 to buy']",4.6,False,Anjali Shah,,"['Kindle', 'Paperback']","['Kid Chef Junior: My First Kids Cookbook', 'by', 'Anjali Shah', '4.6 out of 5 stars', '48', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $7.99 to buy', 'Other format:', 'Paperback']",,,48
"Nom nom paleo, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set","['$64.99$64.99', '$64.99$64.99', '$3.99 shipping']",,False,,,['Paperback'],"['Nom nom paleo, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set', 'by Rockridge Press, Jenna Zoe Michelle Tam and John Chatham, Daniel Green, Joy Skipper Shon Brooks', 'Paperback', '$64.99$64.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
The Paleo Diet for Brits: The Essential British Paleo Cookbook and Diet Guide,"['$9.99$9.99', '$9.99$9.99']",2.9,False,Rockridge Press,,"['Kindle', 'Paperback']","['The Paleo Diet for Brits: The Essential British Paleo Cookbook and Diet Guide', 'by', 'Rockridge Press', '2.9 out of 5 stars', '4', 'Kindle', '$9.99$9.99', 'Other format:', 'Paperback']",,,4
Kid Chef Bakes: The Kids Cookbook for Aspiring Bakers,"['$0.00$0.00', '$0.00$0.00', 'Or $8.99 to buy']",4.6,False,Lisa Huff,,"['Kindle', 'Paperback']","['Kid Chef Bakes: The Kids Cookbook for Aspiring Bakers', 'by', 'Lisa Huff', '4.6 out of 5 stars', '124', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $8.99 to buy', 'Other format:', 'Paperback']",,,124
"Paleo Diet Made Easy Cookbook, Paleo Diet for Brits and Paleo for Beginners 3 Books Collection Set","['$35.99$35.99', '$35.99$35.99']",,False,,,['Paperback'],"['Paleo Diet Made Easy Cookbook, Paleo Diet for Brits and Paleo for Beginners 3 Books Collection Set', 'by Joy Skipper, Rockridge Press, et al.', 'Paperback', '$35.99$35.99', 'Get it as soon as Tomorrow, Mar 20', 'FREE Shipping by Amazon', 'Only 1 left in stock - order soon.', 'More Buying Choices$32.99', '(2 new offers)']",$32.99,2,
"Juicing for beginners, 10-day green smoothie cleanse and recipe book 4 books collection set","['$39.99$39.99', '$39.99$39.99', '$3.99 shipping']",,False,,,['Paperback'],"['Juicing for beginners, 10-day green smoothie cleanse and recipe book 4 books collection set', 'by Rockridge Press, J.J. Smith, et al.', 'Paperback', '$39.99$39.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
"Mediterranean diet for beginners, good food, diet bible and lose weight for good 4 books collection set","['$39.99$39.99', '$39.99$39.99', '$3.99 shipping']",,False,,,['Paperback'],"['Mediterranean diet for beginners, good food, diet bible and lose weight for good 4 books collection set', 'by Rockridge Press, Good Food Guides, et al.', 'Paperback', '$39.99$39.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
"Juicing for beginners, juice diet recipe book, top 100 juices, 500 juices & smoothies and 7lbs in 7 days 5 books collection set","['$39.99$39.99', '$39.99$39.99', '$3.99 shipping']",,False,,,['Paperback'],"['Juicing for beginners, juice diet recipe book, top 100 juices, 500 juices & smoothies and 7lbs in 7 days 5 books collection set', 'by CookNation Rockridge Press and Christine Watson, Jason Vale Sarah Owen', 'Paperback', '$39.99$39.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
"The Heart Healthy Cookbook for Two: 125 Perfectly Portioned Low Sodium, Low Fat Recipes","['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.1,False,,,"['Kindle', 'Paperback']","['The Heart Healthy Cookbook for Two: 125 Perfectly Portioned Low Sodium, Low Fat Recipes', 'by Jennifer Koslo PhD RD CSSD and Sarah Samaan MD FACC', '4.1 out of 5 stars', '106', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other format:', 'Paperback']",,,106
"Paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 6 books collection set","['$64.99$64.99', '$64.99$64.99', '$3.99 shipping']",,False,,,['Paperback'],"['Paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 6 books collection set', 'by Jenna Zoe, Shon Brooks Rockridge Press and Daniel Green, Joy Skipper John Chatham', 'Paperback', '$64.99$64.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
"Paleo cooking, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set","['$64.99$64.99', '$64.99$64.99', '$3.99 shipping']",,False,,,['Paperback'],"['Paleo cooking, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set', 'by Rockridge Press, Jenna Zoe Jennifer Robins and John Chatham, Daniel Green, Joy Skipper Shon Brooks', 'Paperback', '$64.99$64.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
"Paleo cure, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set","['$69.99$69.99', '$69.99$69.99', '$3.99 shipping']",,False,,,['Paperback'],"['Paleo cure, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set', 'by Rockridge Press, Jenna Zoe Chris Kresser and John Chatham, Daniel Green, Joy Skipper Shon Brooks', 'Paperback', '$69.99$69.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
[By Rockridge Press] Treasured Recipes (Paperback)【2017】by Rockridge Press (Author) (Paperback),[],,False,,,[],"['[By Rockridge Press] Treasured Recipes (Paperback)【2017】by Rockridge Press (Author) (Paperback)', 'More Buying Choices$15.93', '(3 used & new offers)']",$15.93,3,
"Paleo diet recipes, paleo slow cooker, paleo for beginners, paleo diet, paleo diet made easy cookbook and paleo cookbook 6 books collection set","['$49.99$49.99', '$49.99$49.99', '$3.99 shipping']",,False,,,['Paperback'],"['Paleo diet recipes, paleo slow cooker, paleo for beginners, paleo diet, paleo diet made easy cookbook and paleo cookbook 6 books collection set', 'by Shon Brooks Jennifer Evans, Daniel Green John Chatham, et al.', 'Paperback', '$49.99$49.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
"Paleo slow cooker, paleo for beginners, paleo diet, paleo diet made easy cookbook and paleo cookbook 5 books collection set","['$44.99$44.99', '$44.99$44.99', '$3.99 shipping']",,False,,,['Paperback'],"['Paleo slow cooker, paleo for beginners, paleo diet, paleo diet made easy cookbook and paleo cookbook 5 books collection set', 'by Shon Brooks, John Chatham, et al.', 'Paperback', '$44.99$44.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
"Clean expanded edition and gut, eating made simple 4 books collection set","['$39.99$39.99', '$39.99$39.99', '$3.99 shipping']",,False,,,['Paperback'],"['Clean expanded edition and gut, eating made simple 4 books collection set', 'by Alejandro Junger and Rockridge Press', 'Paperback', '$39.99$39.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
The 28-Day Gout Diet Plan: The Optimal Nutrition Guide to Manage Gout,"['$9.99$9.99', '$9.99$9.99']",4.9,False,Sophia Kamveris MS RD LDN,,"['Kindle', 'Paperback']","['The 28-Day Gout Diet Plan: The Optimal Nutrition Guide to Manage Gout', 'by', 'Sophia Kamveris MS RD LDN', 'and Arun Mukherjee MD MRCP FACP', '4.9 out of 5 stars', '21', 'Kindle', '$9.99$9.99', 'Other format:', 'Paperback']",,,21
Sponsored,"['$14.99$14.99', '$14.99$14.99']",4.9,False,Patricia Greene,,['Paperback'],"['Sponsored', ""These are ads for products you'll find on Amazon.com."", ""Clicking an ad will take you to the product's page."", 'Learn more about Sponsored Products.', 'Keto Diet for Beginners: The Comprehensive Guide to Ketogenic Diet for Weight Loss, Heal Your Body and Living Keto Lifestyle PLUS 70 Keto Recipes & 21-Day Meal Plan Program', 'by', 'Patricia Greene', ', Stacy Shoneyfelt, et al.', '4.9 out of 5 stars', '41', 'Paperback', '$14.99$14.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon']",,,41
Sponsored,"['$7.99$7.99', '$7.99$7.99']",4.5,False,Michael Matthews,,[],"['Sponsored', ""These are ads for products you'll find on Amazon.com."", ""Clicking an ad will take you to the product's page."", 'Learn more about Sponsored Products.', 'The Shredded Chef: 120 Recipes for Building Muscle, Getting Lean, and Staying Healthy (The Muscle for Life Series Book 3)', 'by', 'Michael Matthews', '4.5 out of 5 stars', '1,010', 'Kindle Edition', '$7.99$7.99']",,,"1,010"
Sponsored,"['$12.59$12.59', '$12.59$12.59', '$13.99$13.99', '$13.99$13.99']",4.7,False,Elizabeth Jane,,['Paperback'],"['Sponsored', ""These are ads for products you'll find on Amazon.com."", ""Clicking an ad will take you to the product's page."", 'Learn more about Sponsored Products.', 'Homemade Keto Soup Cookbook: Fat Burning & Delicious Soups, Stews, Broths & Bread.', 'by', 'Elizabeth Jane', '4.7 out of 5 stars', '14', 'Paperback', '$12.59$12.59', '$13.99$13.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon']",,,14
Sponsored,"['$0.00$0.00', '$0.00$0.00', 'Or $2.99 to buy']",5.0,False,,,[],"['Sponsored', ""These are ads for products you'll find on Amazon.com."", ""Clicking an ad will take you to the product's page."", 'Learn more about Sponsored Products.', 'Dash Diet For Beginners Guide: The Complete Dash Diet For Beginners Guide To Reduce Your High Blood Pressure, Sodium Intake & Eat Nutritious Foods For A Healthy Lifestyle', 'by Ted Duncan', '5.0 out of 5 stars', '3', 'Kindle Edition', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $2.99 to buy']",,,3
"Paleo for beginners, paleo diet, paleo diet made easy cookbook, paleo cookbook and paleo in 28 5 books collection set","['$44.99$44.99', '$44.99$44.99', '$3.99 shipping']",,False,John Chatham,,['Paperback'],"['Paleo for beginners, paleo diet, paleo diet made easy cookbook, paleo cookbook and paleo in 28 5 books collection set', 'by', 'John Chatham', ', Daniel Green, et al.', 'Paperback', '$44.99$44.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
[By Rockridge Press] Treasured Recipes (Paperback)【2017】by Rockridge Press (Author) (Paperback),[],,False,,,[],"['[By Rockridge Press] Treasured Recipes (Paperback)【2017】by Rockridge Press (Author) (Paperback)', 'More Buying Choices$15.93', '(3 used & new offers)']",$15.93,3,
Complete ketogenic diet for beginners and keto one pot diet collection 2 books set,"['$34.99$34.99', '$34.99$34.99', '$3.99 shipping']",,False,,,['Paperback'],"['Complete ketogenic diet for beginners and keto one pot diet collection 2 books set', 'by Rockridge Press Amy Ramos and CookNation', 'Paperback', '$34.99$34.99', '$3.99 shipping', 'Only 4 left in stock - order soon.']",,,
The Herbal Medicine Cookbook: Everyday Recipes to Boost Your Health,"['$0.00$0.00', '$0.00$0.00', 'Or $9.99 to buy']",4.6,False,Susan Hess,Tina Sams,"['Kindle', 'Paperback']","['The Herbal Medicine Cookbook: Everyday Recipes to Boost Your Health', 'by', 'Susan Hess', 'and', 'Tina Sams', '4.6 out of 5 stars', '16', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $9.99 to buy', 'Other format:', 'Paperback']",,,16
Juicing for beginners and body reset diet smoothies 2 books collection set,"['$34.99$34.99', '$34.99$34.99', '$3.99 shipping']",,False,Rockridge Press,,['Paperback'],"['Juicing for beginners and body reset diet smoothies 2 books collection set', 'by', 'Rockridge Press', 'and CookNation', 'Paperback', '$34.99$34.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
Ultimate fast metabolism diet cookbook 2 books collection set,"['$39.99$39.99', '$39.99$39.99', '$3.99 shipping']",,False,CookNation,,['Paperback'],"['Ultimate fast metabolism diet cookbook 2 books collection set', 'by', 'CookNation', 'and Rockridge Press', 'Paperback', '$39.99$39.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
Gifts for Men: The Essential Guide to Finding the Perfect Gift for Any Man (Paperback) - Common,[],,False,,,['Paperback'],"['Gifts for Men: The Essential Guide to Finding the Perfect Gift for Any Man (Paperback) - Common', 'by By (author) Rockridge Press', 'Paperback', 'More Buying Choices$16.52', '(1 new offer)']",$16.52,1,
China Study Diet and Cookbook: 75 Essential Plant-Based Recipes to Lose Weight & Improve Health (Paperback) - Common,[],,False,,,['Paperback'],"['China Study Diet and Cookbook: 75 Essential Plant-Based Recipes to Lose Weight & Improve Health (Paperback) - Common', 'by By (author) Rockridge Press', 'Paperback', 'More Buying Choices$14.99', '(1 used offer)']",$14.99,1,
"Clean Eating collection and The Swift Diet 4 Books Collection Set (The Clean Eating Cookbook & Diet, The Clean Eating 28-Day Plan, Clean Eating Made Simple, The Swift Diet)",[],,False,,,['Paperback'],"['Clean Eating collection and The Swift Diet 4 Books Collection Set (The Clean Eating Cookbook & Diet, The Clean Eating 28-Day Plan, Clean Eating Made Simple, The Swift Diet)', 'by Rockridge Press, Kathie Madonna Swift, et al.', 'Paperback', 'Currently unavailable.']",,,
"Wheat Belly Diet Collection Lose the Weight Lose Belly Fat Improve Health, (Wheat Belly: The effortless health and weight-loss solution - no exercise, no calorie counting, no denial, The Wheat Free Diet and Cookbook and [Hardcover] Wheat Belly",[],,False,,,['Paperback'],"['Wheat Belly Diet Collection Lose the Weight Lose Belly Fat Improve Health, (Wheat Belly: The effortless health and weight-loss solution - no exercise, no calorie counting, no denial, The Wheat Free Diet and Cookbook and [Hardcover] Wheat Belly', 'by MD Davis William and Rockridge Press', 'Paperback', 'Currently unavailable.']",,,
The 30-Minute Thyroid Cookbook: 125 Healing Recipes for Hypothyroidism and Hashimoto's,"['$0.00$0.00', '$0.00$0.00', 'Or $9.99 to buy']",4.6,False,Emily Kyle MS RDN CDN CLT,Rachel Hill,"['Kindle', 'Paperback']","[""The 30-Minute Thyroid Cookbook: 125 Healing Recipes for Hypothyroidism and Hashimoto's"", 'by', 'Emily Kyle MS RDN CDN CLT', 'and', 'Rachel Hill', '4.6 out of 5 stars', '24', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $9.99 to buy', 'Other format:', 'Paperback']",,,24
